Station_ID,Date_Time,altimeter_set_1,air_temp_set_1,dew_point_temperature_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,cloud_layer_1_code_set_1,cloud_layer_2_code_set_1,visibility_set_1,metar_remark_set_1,metar_set_1,weather_cond_code_set_1,cloud_layer_3_code_set_1,ceiling_set_1,dew_point_temperature_set_1d,wind_chill_set_1d,wind_cardinal_direction_set_1d,pressure_set_1d,sea_level_pressure_set_1d,heat_index_set_1d,weather_condition_set_1d
KMLJ,01/01/2015 11:55 EST,30.34,51.8,41,66.49,0,0,,601,,10,,,,,,40.89,,N,29.92,29.87,,Clear
KMLJ,01/01/2015 12:15 EST,30.32,51.8,42.8,71.27,0,0,,601,,10,,,,,,42.7,,N,29.9,29.82,,Clear
KMLJ,01/01/2015 12:35 EST,30.3,53.6,42.8,66.71,0,0,,601,,10,,,,,,42.69,,N,29.88,29.79,,Clear
KMLJ,01/01/2015 12:55 EST,30.29,53.6,41,62.24,0,0,,501,,10,,,,,,40.88,,N,29.87,29.81,,Clear
KMLJ,01/01/2015 13:15 EST,30.29,55.4,41,58.29,0,0,,481,,10,,,,,,40.87,,N,29.87,29.8,,Clear
KMLJ,01/01/2015 13:35 EST,30.28,55.4,41,58.29,0,0,,1,,10,,,,,,40.87,,N,29.86,29.79,,Clear
KMLJ,01/01/2015 13:55 EST,30.28,55.4,39.2,54.35,0,0,,321,380,10,,,,480,,39.06,,N,29.86,29.82,,N/A
KMLJ,01/01/2015 14:15 EST,30.26,57.2,37.4,47.46,0,0,,481,,10,,,,,,37.25,,N,29.84,29.82,,Clear
KMLJ,01/01/2015 14:35 EST,30.27,57.2,37.4,47.46,0,0,,351,460,10,,,,,,37.25,,N,29.85,29.83,,N/A
KMLJ,01/01/2015 14:55 EST,30.27,59,37.4,44.49,0,0,,361,,10,,,,,,37.25,,N,29.85,29.82,,Clear
KMLJ,01/01/2015 15:15 EST,30.26,57.2,37.4,47.46,0,0,,351,420,10,,,,,,37.25,,N,29.84,29.82,,N/A
KMLJ,01/01/2015 15:35 EST,30.26,59,39.2,47.75,0,0,,371,460,10,,,,,,39.06,,N,29.84,29.78,,N/A
KMLJ,01/01/2015 15:55 EST,30.26,59,39.2,47.75,0,0,,341,,10,,,,,,39.06,,N,29.84,29.78,,Clear
KMLJ,01/01/2015 16:15 EST,30.26,55.4,41,58.29,0,0,,391,,10,,,,,,40.87,,N,29.84,29.77,,Clear
KMLJ,01/01/2015 16:35 EST,30.27,55.4,42.8,62.48,0,0,,391,460,7,,,,,,42.69,,N,29.85,29.75,,N/A
KMLJ,01/01/2015 16:55 EST,30.27,53.6,44.6,71.47,0,0,,901,1100,10,,,,,,44.51,,N,29.85,29.73,,N/A
KMLJ,01/01/2015 17:15 EST,30.26,53.6,44.6,71.47,0,0,,481,,10,,,,,,44.51,,N,29.84,29.72,,Clear
KMLJ,01/01/2015 17:35 EST,30.27,51.8,46.4,81.75,0,0,,361,460,10,,,,,,46.34,,N,29.85,29.7,,N/A
KMLJ,01/01/2015 17:55 EST,30.27,51.8,44.6,76.35,0,0,,361,430,10,,,,800,,44.52,,N,29.85,29.74,,N/A
KMLJ,01/01/2015 18:15 EST,30.28,50,44.6,81.61,0,0,,391,,10,,,,,,44.54,,N,29.86,29.76,,Clear
KMLJ,01/01/2015 18:35 EST,30.28,50,44.6,81.61,0,0,,371,,10,,,,,,44.54,,N,29.86,29.76,,Clear
KMLJ,01/01/2015 18:55 EST,30.29,50,46.4,87.38,0,0,,651,850,10,,,,,,46.36,,N,29.87,29.73,,N/A
KMLJ,01/01/2015 19:15 EST,30.3,50,44.6,81.61,0,0,,351,800,10,,,,,,44.54,,N,29.88,29.78,,N/A
KMLJ,01/01/2015 19:35 EST,30.3,46.4,44.6,93.4,0,0,,1202,,10,,,,,,44.58,,N,29.88,29.8,,Partly Cloudy
KMLJ,01/01/2015 19:55 EST,30.3,46.4,44.6,93.4,0,0,,1202,,10,,,,,,44.58,,N,29.88,29.8,,Partly Cloudy
KMLJ,01/01/2015 20:15 EST,30.31,46.4,44.6,93.4,0,0,,1202,,10,,,,,,44.58,,N,29.89,29.81,,Partly Cloudy
KMLJ,01/01/2015 20:35 EST,30.32,48.2,44.6,87.28,0,0,,221,,10,,,,,,44.55,,N,29.9,29.81,,Clear
KMLJ,01/01/2015 20:55 EST,30.31,48.2,44.6,87.28,0,0,,1202,,10,,,,,,44.55,,N,29.89,29.8,,Partly Cloudy
KMLJ,01/01/2015 21:15 EST,30.31,48.2,46.4,93.45,0,0,,1002,1202,10,,,,,,46.38,,N,29.89,29.76,,Partly Cloudy
KMLJ,01/01/2015 21:35 EST,30.32,48.2,46.4,93.45,0,0,,1203,,10,,,,,12000,46.38,,N,29.9,29.77,,Mostly Cloudy
KMLJ,01/01/2015 21:55 EST,30.33,48.2,46.4,93.45,0,0,,1104,,10,,,,,11000,46.38,,N,29.91,29.78,,Overcast
KMLJ,01/01/2015 22:15 EST,30.34,48.2,46.4,93.45,0,0,,1104,,10,,,,,11000,46.38,,N,29.92,29.79,,Overcast
KMLJ,01/01/2015 22:35 EST,30.35,50,44.6,81.61,0,0,,1004,,10,,,,,10000,44.54,,N,29.93,29.83,,Overcast
KMLJ,01/01/2015 22:55 EST,30.34,51.8,44.6,76.35,0,0,,1004,,10,,,13,,10000,44.52,,N,29.92,29.81,,Light Rain
KMLJ,01/01/2015 23:15 EST,30.33,50,44.6,81.61,0,0,,1004,,10,,,13,,10000,44.54,,N,29.91,29.81,,Light Rain
KMLJ,01/01/2015 23:35 EST,30.34,50,44.6,81.61,0,0,,1004,,10,,,13,,10000,44.54,,N,29.92,29.82,,Light Rain
KMLJ,01/01/2015 23:55 EST,30.33,48.2,46.4,93.45,0,0,,904,,10,,,13,,9000,46.38,,N,29.91,29.78,,Light Rain
KMLJ,01/02/2015 00:15 EST,30.32,50,42.8,76.18,0,0,,903,1203,10,,,17,,9000,42.72,,N,29.9,29.83,,Light Drizzle
KMLJ,01/02/2015 00:35 EST,30.31,50,42.8,76.18,0,0,,1104,,10,,,17,,11000,42.72,,N,29.89,29.82,,Light Drizzle
KMLJ,01/02/2015 00:55 EST,30.3,50,42.8,76.18,0,0,,1104,,10,,,,,11000,42.72,,N,29.88,29.81,,Overcast
KMLJ,01/02/2015 01:15 EST,30.3,48.2,42.8,81.48,0,0,,1103,,10,,,,,11000,42.74,,N,29.88,29.82,,Mostly Cloudy
KMLJ,01/02/2015 01:35 EST,30.28,48.2,42.8,81.48,0,0,,301,,10,,,,,,42.74,,N,29.86,29.8,,Clear
KMLJ,01/02/2015 01:55 EST,30.28,46.4,42.8,87.19,0,0,,281,,10,,,,,,42.75,,N,29.86,29.81,,Clear
KMLJ,01/02/2015 02:15 EST,30.27,48.2,42.8,81.48,0,0,,261,,10,,,,,,42.74,,N,29.85,29.79,,Clear
KMLJ,01/02/2015 02:35 EST,30.28,46.4,44.6,93.4,0,0,,1202,,10,,,,,,44.58,,N,29.86,29.78,,Partly Cloudy
KMLJ,01/02/2015 02:55 EST,30.29,46.4,44.6,93.4,0,0,,1102,,10,,,,,,44.58,,N,29.87,29.79,,Partly Cloudy
KMLJ,01/02/2015 03:15 EST,30.28,46.4,44.6,93.4,0,0,,1102,,10,,,,,,44.58,,N,29.86,29.78,,Partly Cloudy
KMLJ,01/02/2015 03:35 EST,30.28,44.6,44.6,100,0,0,,241,,10,,,,,,44.6,,N,29.86,29.79,,Clear
KMLJ,01/02/2015 03:55 EST,30.28,44.6,44.6,100,0,0,,221,280,10,,,,,,44.6,,N,29.86,29.79,,N/A
KMLJ,01/02/2015 04:15 EST,30.29,44.6,44.6,100,0,0,,1002,,10,,,,,,44.6,,N,29.87,29.8,,Partly Cloudy
KMLJ,01/02/2015 04:35 EST,30.28,44.6,44.6,100,0,0,,1002,,10,,,,,,44.6,,N,29.86,29.79,,Partly Cloudy
KMLJ,01/02/2015 04:55 EST,30.28,44.6,44.6,100,0,0,,1101,,10,,,,,,44.6,,N,29.86,29.79,,Clear
KMLJ,01/02/2015 05:15 EST,30.28,44.6,44.6,100,0,0,,231,,10,,,,,,44.6,,N,29.86,29.79,,Clear
KMLJ,01/02/2015 05:35 EST,30.29,44.6,44.6,100,0,0,,211,,10,,,,,,44.6,,N,29.87,29.8,,Clear
KMLJ,01/02/2015 05:55 EST,30.3,44.6,44.6,100,0,0,,191,,10,,,,,,44.6,,N,29.88,29.81,,Clear
KMLJ,01/02/2015 06:15 EST,30.29,44.6,44.6,100,0,0,,951,,10,,,,,,44.6,,N,29.87,29.8,,Clear
KMLJ,01/02/2015 06:35 EST,30.29,44.6,44.6,100,0,0,,951,,10,,,,,,44.6,,N,29.87,29.8,,Clear
KMLJ,01/02/2015 06:55 EST,30.29,44.6,44.6,100,0,0,,902,,10,,,,,,44.6,,N,29.87,29.8,,Partly Cloudy
KMLJ,01/02/2015 07:15 EST,30.29,44.6,44.6,100,0,0,,81,170,10,,,,,,44.6,,N,29.87,29.8,,N/A
KMLJ,01/02/2015 07:35 EST,30.26,44.6,44.6,100,0,0,,751,,10,,,,,,44.6,,N,29.84,29.77,,Clear
KMLJ,01/02/2015 07:55 EST,30.29,44.6,44.6,100,0,0,,331,,10,,,,,,44.6,,N,29.87,29.8,,Clear
KMLJ,01/02/2015 08:15 EST,30.29,44.6,44.6,100,0,0,,351,420,10,,,,500,,44.6,,N,29.87,29.8,,N/A
KMLJ,01/02/2015 08:35 EST,30.31,46.4,44.6,93.4,0,0,,1103,,10,,,,,11000,44.58,,N,29.89,29.81,,Mostly Cloudy
KMLJ,01/02/2015 08:55 EST,30.33,46.4,44.6,93.4,0,0,,1104,,10,,,,,11000,44.58,,N,29.91,29.83,,Overcast
KMLJ,01/02/2015 09:15 EST,30.33,46.4,44.6,93.4,0,0,,1104,,10,,,,,11000,44.58,,N,29.91,29.83,,Overcast
KMLJ,01/02/2015 09:35 EST,30.33,46.4,44.6,93.4,0,0,,1104,,10,,,13,,11000,44.58,,N,29.91,29.83,,Light Rain
KMLJ,01/02/2015 09:55 EST,30.32,46.4,46.4,100,0,0,,1104,,10,,,,,11000,46.4,,N,29.9,29.78,,Overcast
KMLJ,01/02/2015 10:15 EST,30.31,48.2,46.4,93.45,0,0,,1002,1203,10,,,17,,12000,46.38,,N,29.89,29.76,,Light Drizzle
KMLJ,01/02/2015 10:35 EST,30.3,50,46.4,87.38,0,0,,1203,,10,,,,,12000,46.36,,N,29.88,29.74,,Mostly Cloudy
KMLJ,01/02/2015 10:55 EST,30.29,50,46.4,87.38,0,0,,1203,,10,,,,,12000,46.36,,N,29.87,29.73,,Mostly Cloudy
KMLJ,01/02/2015 11:15 EST,30.33,50,48.2,93.5,0,0,,232,472,10,,,13,1204,12000,48.18,,N,29.91,29.74,,Light Rain
KMLJ,01/02/2015 11:35 EST,30.34,50,48.2,93.5,0,0,,232,903,10,,,13,1104,9000,48.18,,N,29.92,29.75,,Light Rain
KMLJ,01/02/2015 11:55 EST,30.33,50,46.4,87.38,0,0,,233,463,10,,,13,1004,2300,46.36,,N,29.91,29.77,,Light Rain
KMLJ,01/02/2015 12:15 EST,30.33,50,48.2,93.5,0,0,,234,,10,,,13,,2300,48.18,,N,29.91,29.74,,Light Rain
KMLJ,01/02/2015 12:35 EST,30.3,50,48.2,93.5,0,0,,233,333,10,,,13,1004,2300,48.18,,N,29.88,29.71,,Light Rain
KMLJ,01/02/2015 12:55 EST,30.31,50,50,100,0,0,,233,353,10,,,13,1004,2300,50,,N,29.89,29.68,,Light Rain
KMLJ,01/02/2015 13:15 EST,30.31,50,50,100,0,0,,214,,10,,,13,,2100,50,,N,29.89,29.68,,Light Rain
KMLJ,01/02/2015 13:35 EST,30.29,51.8,50,93.55,0,0,,234,,10,,,13,,2300,49.98,,N,29.87,29.65,,Light Rain
KMLJ,01/02/2015 13:55 EST,30.27,51.8,50,93.55,0,0,,213,313,10,,,13,504,2100,49.98,,N,29.85,29.63,,Light Rain
KMLJ,01/02/2015 14:15 EST,30.29,51.8,50,93.55,0,0,,213,313,10,,,,1104,2100,49.98,,N,29.87,29.65,,Overcast
KMLJ,01/02/2015 14:35 EST,30.29,51.8,50,93.55,0,0,,214,,10,,,,,2100,49.98,,N,29.87,29.65,,Overcast
KMLJ,01/02/2015 14:55 EST,30.31,51.8,50,93.55,0,0,,213,1004,10,,,,,2100,49.98,,N,29.89,29.67,,Overcast
KMLJ,01/02/2015 15:15 EST,30.32,53.6,50,87.57,0,0,,214,,10,,,,,2100,49.96,,N,29.9,29.67,,Overcast
KMLJ,01/02/2015 15:35 EST,30.3,53.6,50,87.57,0,0,,214,,10,,,,,2100,49.96,,N,29.88,29.65,,Overcast
KMLJ,01/02/2015 15:55 EST,30.31,53.6,50,87.57,0,0,,214,,10,,,,,2100,49.96,,N,29.89,29.66,,Overcast
KMLJ,01/02/2015 16:15 EST,30.3,53.6,50,87.57,0,0,,213,313,10,,,13,704,2100,49.96,,N,29.88,29.65,,Light Rain
KMLJ,01/02/2015 16:35 EST,30.3,51.8,50,93.55,0,0,,252,703,10,,,1,904,7000,49.98,,N,29.88,29.66,,Rain
KMLJ,01/02/2015 16:55 EST,30.3,51.8,51.8,100,0,0,,653,804,10,,,1,,6500,51.8,,N,29.88,29.62,,Rain
KMLJ,01/02/2015 17:15 EST,30.29,51.8,51.8,100,0,0,,422,653,10,,,13,804,6500,51.8,,N,29.87,29.61,,Light Rain
KMLJ,01/02/2015 17:35 EST,30.29,51.8,51.8,100,0,0,,432,654,10,,,17,,6500,51.8,,N,29.87,29.61,,Light Drizzle
KMLJ,01/02/2015 17:55 EST,30.3,51.8,51.8,100,0,0,,654,,10,,,,,6500,51.8,,N,29.88,29.62,,Overcast
KMLJ,01/02/2015 18:15 EST,30.3,51.8,51.8,100,0,0,,654,,10,,,13,,6500,51.8,,N,29.88,29.62,,Light Rain
KMLJ,01/02/2015 18:35 EST,30.31,51.8,51.8,100,0,0,,654,,10,,,1,,6500,51.8,,N,29.89,29.63,,Rain
KMLJ,01/02/2015 18:55 EST,30.31,51.8,51.8,100,0,0,,604,,10,,,17,,6000,51.8,,N,29.89,29.63,,Light Drizzle
KMLJ,01/02/2015 19:15 EST,30.3,51.8,51.8,100,0,0,,602,1102,10,,,,,,51.8,,N,29.88,29.62,,Partly Cloudy
KMLJ,01/02/2015 19:35 EST,30.31,50,50,100,0,0,,62,102,10,,,,1002,,50,,N,29.89,29.68,,Partly Cloudy
KMLJ,01/02/2015 19:55 EST,30.3,50,50,100,0,0,,803,1103,10,,,,,8000,50,,N,29.88,29.67,,Mostly Cloudy
KMLJ,01/02/2015 20:15 EST,30.31,50,50,100,0,0,,702,803,10,,,,1004,8000,50,,N,29.89,29.68,,Overcast
KMLJ,01/02/2015 20:35 EST,30.32,51.8,50,93.55,0,0,,802,1104,10,,,,,11000,49.98,,N,29.9,29.68,,Overcast
KMLJ,01/02/2015 20:55 EST,30.32,51.8,50,93.55,0,0,,803,1104,10,,,,,8000,49.98,,N,29.9,29.68,,Overcast
KMLJ,01/02/2015 21:15 EST,30.32,50,50,100,0,0,,212,802,10,,,,1103,11000,50,,N,29.9,29.69,,Mostly Cloudy
KMLJ,01/02/2015 21:35 EST,30.32,50,50,100,0,0,,212,803,10,,,,,8000,50,,N,29.9,29.69,,Mostly Cloudy
KMLJ,01/02/2015 21:55 EST,30.32,50,50,100,0,0,,804,,10,,,,,8000,50,,N,29.9,29.69,,Overcast
KMLJ,01/02/2015 22:15 EST,30.31,48.2,48.2,100,0,0,,902,1103,7,,,,,11000,48.2,,N,29.89,29.73,,Mostly Cloudy
KMLJ,01/02/2015 22:35 EST,30.3,50,50,100,0,0,,1003,1104,10,,,,,10000,50,,N,29.88,29.67,,Overcast
KMLJ,01/02/2015 22:55 EST,30.3,50,50,100,0,0,,1004,,10,,,,,10000,50,,N,29.88,29.67,,Overcast
KMLJ,01/02/2015 23:15 EST,30.3,50,50,100,0,0,,904,,10,,,,,9000,50,,N,29.88,29.67,,Overcast
KMLJ,01/02/2015 23:35 EST,30.31,50,50,100,0,0,,904,,10,,,,,9000,50,,N,29.89,29.68,,Overcast
KMLJ,01/02/2015 23:55 EST,30.3,50,50,100,0,0,,1004,,10,,,,,10000,50,,N,29.88,29.67,,Overcast
KMLJ,01/03/2015 00:15 EST,30.3,50,50,100,0,0,,143,1004,10,,,,,1400,50,,N,29.88,29.67,,Overcast
KMLJ,01/03/2015 00:35 EST,30.29,50,50,100,0,0,,143,1004,10,,,,,1400,50,,N,29.87,29.66,,Overcast
KMLJ,01/03/2015 00:55 EST,30.29,50,50,100,0,0,,144,,10,,,,,1400,50,,N,29.87,29.66,,Overcast
KMLJ,01/03/2015 01:15 EST,30.29,50,50,100,0,0,,144,,10,,,,,1400,50,,N,29.87,29.66,,Overcast
KMLJ,01/03/2015 01:35 EST,30.29,50,50,100,0,0,,124,,10,,,,,1200,50,,N,29.87,29.66,,Overcast
KMLJ,01/03/2015 01:55 EST,30.29,51.8,51.8,100,0,0,,124,,10,,,,,1200,51.8,,N,29.87,29.61,,Overcast
KMLJ,01/03/2015 02:15 EST,30.28,51.8,51.8,100,0,0,,124,,10,,,,,1200,51.8,,N,29.86,29.6,,Overcast
KMLJ,01/03/2015 02:35 EST,30.28,51.8,51.8,100,0,0,,104,,10,,,,,1000,51.8,,N,29.86,29.6,,Overcast
KMLJ,01/03/2015 02:55 EST,30.27,51.8,51.8,100,0,0,,84,,10,,,,,800,51.8,,N,29.85,29.59,,Overcast
KMLJ,01/03/2015 03:15 EST,30.27,51.8,51.8,100,0,0,,84,,10,,,,,800,51.8,,N,29.85,29.59,,Overcast
KMLJ,01/03/2015 03:35 EST,30.27,51.8,51.8,100,0,0,,44,,2.5,,,31,,400,51.8,,N,29.85,29.59,,Mist
KMLJ,01/03/2015 03:55 EST,30.27,51.8,51.8,100,0,0,,24,,1.75,,,31,,200,51.8,,N,29.85,29.59,,Mist
KMLJ,01/03/2015 04:15 EST,30.27,51.8,51.8,100,0,0,,24,,1.5,,,31,,200,51.8,,N,29.85,29.59,,Mist
KMLJ,01/03/2015 04:35 EST,30.26,51.8,51.8,100,0,0,,24,,1.75,,,31,,200,51.8,,N,29.84,29.58,,Mist
KMLJ,01/03/2015 04:55 EST,30.26,51.8,51.8,100,0,0,,24,,1.25,,,31,,200,51.8,,N,29.84,29.58,,Mist
KMLJ,01/03/2015 05:15 EST,30.25,51.8,51.8,100,0,0,,24,,1.75,,,31,,200,51.8,,N,29.83,29.57,,Mist
KMLJ,01/03/2015 05:35 EST,30.25,51.8,51.8,100,0,0,,24,,2,,,31,,200,51.8,,N,29.83,29.57,,Mist
KMLJ,01/03/2015 05:55 EST,30.25,51.8,51.8,100,0,0,,24,,2,,,31,,200,51.8,,N,29.83,29.57,,Mist
KMLJ,01/03/2015 06:15 EST,30.25,51.8,51.8,100,0,0,,24,,2.5,,,31,,200,51.8,,N,29.83,29.57,,Mist
KMLJ,01/03/2015 06:35 EST,30.26,51.8,51.8,100,0,0,,24,,1.75,,,31,,200,51.8,,N,29.84,29.58,,Mist
KMLJ,01/03/2015 06:55 EST,30.26,51.8,51.8,100,0,0,,24,,1.75,,,31,,200,51.8,,N,29.84,29.58,,Mist
KMLJ,01/03/2015 07:15 EST,30.26,51.8,51.8,100,0,0,,24,,1.75,,,31,,200,51.8,,N,29.84,29.58,,Mist
KMLJ,01/03/2015 07:35 EST,30.26,51.8,51.8,100,0,0,,24,,2,,,31,,200,51.8,,N,29.84,29.58,,Mist
KMLJ,01/03/2015 07:55 EST,30.27,51.8,51.8,100,0,0,,24,,2.5,,,31,,200,51.8,,N,29.85,29.59,,Mist
KMLJ,01/03/2015 08:15 EST,30.27,51.8,51.8,100,0,0,,24,,1.75,,,31,,200,51.8,,N,29.85,29.59,,Mist
KMLJ,01/03/2015 08:35 EST,30.28,51.8,51.8,100,0,0,,24,,1,,,31,,200,51.8,,N,29.86,29.6,,Mist
KMLJ,01/03/2015 08:55 EST,30.29,51.8,51.8,100,0,0,,24,,1,,,31,,200,51.8,,N,29.87,29.61,,Mist
KMLJ,01/03/2015 09:15 EST,30.28,53.6,53.6,100,0,0,,24,,1,,,31,,200,53.6,,N,29.86,29.54,,Mist
KMLJ,01/03/2015 09:35 EST,30.28,53.6,53.6,100,0,0,,24,,1.75,,,31,,200,53.6,,N,29.86,29.54,,Mist
KMLJ,01/03/2015 09:55 EST,30.29,53.6,53.6,100,0,0,,24,,1.75,,,31,,200,53.6,,N,29.87,29.55,,Mist
KMLJ,01/03/2015 10:15 EST,30.28,53.6,53.6,100,0,0,,24,,2,,,31,,200,53.6,,N,29.86,29.54,,Mist
KMLJ,01/03/2015 10:35 EST,30.27,53.6,53.6,100,0,0,,24,,1.5,,,14,,200,53.6,,N,29.85,29.53,,Heavy Rain
KMLJ,01/03/2015 10:55 EST,30.27,53.6,53.6,100,0,0,,24,,3,,,13,,200,53.6,,N,29.85,29.53,,Light Rain
KMLJ,01/03/2015 11:15 EST,30.25,53.6,53.6,100,0,0,,24,,2.5,,,1,,200,53.6,,N,29.83,29.51,,Rain
KMLJ,01/03/2015 11:35 EST,30.24,53.6,53.6,100,0,0,,24,,2.5,,,14,,200,53.6,,N,29.82,29.5,,Heavy Rain
KMLJ,01/03/2015 11:55 EST,30.23,53.6,53.6,100,0,0,,43,84,2,,,14,,400,53.6,,N,29.81,29.49,,Heavy Rain
KMLJ,01/03/2015 12:15 EST,30.23,53.6,53.6,100,0,0,,23,73,3,,,14,104,200,53.6,,N,29.81,29.49,,Heavy Rain
KMLJ,01/03/2015 12:35 EST,30.23,53.6,53.6,100,0,0,,44,,1.75,,,17,,400,53.6,,N,29.81,29.49,,Light Drizzle
KMLJ,01/03/2015 12:55 EST,30.21,55.4,55.4,100,0,0,,64,,1.5,,,31,,600,55.4,,N,29.79,29.41,,Mist
KMLJ,01/03/2015 13:15 EST,30.21,55.4,55.4,100,0,0,,44,,1.75,,,31,,400,55.4,,N,29.79,29.41,,Mist
KMLJ,01/03/2015 13:35 EST,30.19,55.4,55.4,100,0,0,,44,,1.75,,,31,,400,55.4,,N,29.77,29.39,,Mist
KMLJ,01/03/2015 13:55 EST,30.19,55.4,55.4,100,0,0,,44,,1.5,,,31,,400,55.4,,N,29.77,29.39,,Mist
KMLJ,01/03/2015 14:15 EST,30.19,55.4,55.4,100,0,0,,44,,1.5,,,31,,400,55.4,,N,29.77,29.39,,Mist
KMLJ,01/03/2015 14:35 EST,30.18,55.4,55.4,100,0,0,,44,,1.25,,,31,,400,55.4,,N,29.76,29.38,,Mist
